prov,reg,POPOLAZIONE,L'ADIGE,ALTO ADIGE/TRENTINO,L'ARENA,AVVENIRE,IL CENTRO,CORRIERE ADRIATICO,CORRIERE DELLE ALPI,CORRIERE DELLA SERA,CORRIERE DELLO SPORT - STADIO,CORRIERE DELL'UMBRIA VT RI SI AR,L'ECO DI BERGAMO,IL FATTO QUOTIDIANO,GAZZETTA DI MANTOVA,LA GAZZETTA DEL MEZZOGIORNO,GAZZETTA DI PARMA,GAZZETTA DI REGGIO,LA GAZZETTA DELLO SPORT,GAZZETTA DEL SUD,IL GAZZETTINO,IL GIORNALE,GIORNALE DI BRESCIA,GIORNALE DI SICILIA,IL GIORNALE DI VICENZA,LIBERTA',IL MATTINO,IL MATTINO DI PADOVA,IL MESSAGGERO,MESSAGGERO VENETO,LA NUOVA FERRARA,NUOVA GAZZETTA DI MODENA/CARPI,LA NUOVA SARDEGNA,LA NUOVA DI VENEZIA E MESTRE,NUOVO QUOTIDIANO DI PUGLIA,IL PICCOLO,LA PROVINCIA (CO/LC/SO),LA PROVINCIA PAVESE,QN IL GIORNO,QN LA NAZIONE,QN IL RESTO DEL CARLINO,LA REPUBBLICA,IL SECOLO XIX,LA SICILIA,IL SOLE 24 ORE,LA STAMPA,IL TIRRENO,LA TRIBUNA DI TREVISO,TUTTOSPORT,L'UNIONE SARDA,LEGGO,QUOTIDIANI AUDIPRESS
TORINO,Piemonte,2000,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,33,409,0,0,104,0,0,564
AOSTA,Aosta,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,0,0,1,0,0,25
VERCELLI,Piemonte,154,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,2,0,0,39
NOVARA,Piemonte,325,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,52,0,0,6,0,0,81
CUNEO,Piemonte,515,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,102,0,0,28,0,0,135
ASTI,Piemonte,191,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,46,0,0,8,0,0,58
ALESSANDRIA,Piemonte,380,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,65,0,0,9,0,0,99
BIELLA,Piemonte,159,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,0,0,4,0,0,39
VERBANIA,Piemonte,142,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,27,0,0,1,0,0,39
GENOVA,Liguria,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,190,0,0,20,0,0,0,0,0,259
LA SPEZIA,Liguria,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,0,2,0,0,0,0,0,80
IMPERIA,Liguria,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,34,0,0,0,0,0,70
SAVONA,Liguria,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,45,0,0,0,0,0,97
MILANO,Lombardia,2822,0,0,0,9,0,0,0,375,11,0,0,23,0,0,0,0,211,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,93,0,0,122,0,0,60,0,0,0,28,0,107,811
VARESE,Lombardia,777,0,0,0,6,0,0,0,59,0,0,0,0,0,0,0,0,47,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,16,0,0,11,0,0,0,4,0,2,146
COMO,Lombardia,523,0,0,0,7,0,0,0,28,6,0,0,2,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,9,0,0,10,0,0,9,0,0,0,9,0,1,181
SONDRIO,Lombardia,159,0,0,0,3,0,0,0,14,2,0,0,1,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,26,0,0,5,0,0,3,0,0,0,3,0,0,78
BERGAMO,Lombardia,959,0,0,0,7,0,0,0,81,5,0,355,3,0,0,0,0,145,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,28,0,0,26,0,0,0,12,0,3,459
BRESCIA,Lombardia,1092,0,0,0,19,0,0,0,87,11,0,3,6,4,0,0,0,179,0,0,12,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,38,0,0,42,0,0,0,21,0,0,551
PAVIA,Lombardia,483,0,0,0,1,0,0,0,25,0,0,1,1,0,0,0,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,10,0,0,8,0,0,0,3,0,0,161
CREMONA,Lombardia,315,0,0,0,3,0,0,0,31,5,0,0,2,0,0,0,0,45,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,9,0,0,0,1,0,1,95
MANTOVA,Lombardia,360,0,0,0,1,0,0,0,22,2,0,0,2,153,0,0,0,31,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,7,0,0,0,1,0,0,179
LECCO,Lombardia,296,0,0,0,3,0,0,0,12,0,0,0,2,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0,0,6,0,0,6,0,0,0,0,0,2,64
LODI,Lombardia,200,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,1,0,0,0,1,0,0,36
MONZA E DELLA BRIANZA,Lombardia,757,0,0,0,10,0,0,0,82,12,0,1,10,0,0,0,0,73,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,53,0,0,12,0,0,29,0,0,0,14,0,6,214
TRENTO,Trentino,467,187,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
BOLZANO,Trentino,450,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
VENEZIA,Veneto,754,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,38,0,139,0,0,0,0,0,0,3,0,0,0,0,0,117,0,0,0,0,0,0,0,27,0,0,15,0,0,5,0,0,0,259
VERONA,Veneto,802,0,0,218,0,0,0,0,36,0,0,0,0,0,0,0,0,41,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,270
VICENZA,Veneto,751,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,48,0,8,0,0,0,190,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,1,0,0,0,240
BELLUNO,Veneto,183,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,74
ROVIGO,Veneto,212,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,57
TREVISO,Veneto,770,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,31,0,113,0,0,0,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,12,0,0,115,0,0,0,229
PADOVA,Veneto,820,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,52,0,107,0,0,0,5,0,0,185,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,21,0,0,1,0,0,0,300
TRIESTE,Friuli,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
GORIZIA,Friuli,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
PORDENONE,Friuli,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,72,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
UDINE,Friuli,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,11,0,0,0,0,0,0,0,0,171,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
BOLOGNA,Emilia-Romagna,889,0,0,0,0,0,0,0,24,39,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,186,80,0,0,0,2,0,0,13,0,0,299
PIACENZA,Emilia-Romagna,253,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,0,0,139
REGGIO EMILIA,Emilia-Romagna,460,0,0,0,0,0,0,0,23,3,0,0,0,0,0,6,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,0,0,0,1,0,0,2,0,0,199
MODENA,Emilia-Romagna,610,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,77,35,0,0,0,0,0,0,2,0,0,240
PARMA,Emilia-Romagna,394,0,0,0,0,0,0,0,32,1,0,0,0,0,0,169,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,208
FERRARA,Emilia-Romagna,311,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,76,7,0,0,0,3,0,0,2,0,0,132
RAVENNA,Emilia-Romagna,345,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,102,27,0,0,0,21,0,0,7,0,0,153
FORLI',Emilia-Romagna,345,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,17,0,0,0,21,0,0,7,0,0,153
RIMINI,Emilia-Romagna,295,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13,0,0,0,14,0,0,17,0,0,136
FIRENZE,Toscana,893,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,80,0,0,0,0,25,0,0,0,0,291
MASSA CARRARA,Toscana,175,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,0,30,0,0,0,0,59
LUCCA,Toscana,345,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,0,0,56,0,0,0,0,116
LIVORNO,Toscana,299,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,112,0,0,0,0,136
PISA,Toscana,370,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,6,0,0,0,0,95,0,0,0,0,138
GROSSETO,Toscana,199,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,53,0,0,0,0,80
PISTOIA,Toscana,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,0,0,0,28,0,0,0,0,66
AREZZO,Toscana,304,0,0,0,0,0,0,0,5,0,39,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,10,0,0,0,0,0,0,0,0,0,110
SIENA,Toscana,237,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,0,0,0,0,0,0,0,0,0,72
PRATO,Toscana,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,21,0,0,0,0,68
ANCONA,Marche,416,0,0,0,0,0,106,0,18,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,147
PESARO URBINO,Marche,316,0,0,0,0,0,35,0,15,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,116,25,0,0,0,0,0,0,0,0,0,158
MACERATA,Marche,278,0,0,0,0,0,62,0,9,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,0,0,124
ASCOLI PICENO,Marche,185,0,0,0,0,0,48,0,10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,38,11,0,0,0,0,0,0,0,0,0,86
FERMO,Marche,154,0,0,0,0,0,49,0,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,86
PERUGIA,Umbria,578,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
TERNI,Umbria,202,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
ROMA,Lazio,3798,0,0,0,0,0,0,0,168,343,6,0,72,0,0,0,0,110,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,83,0,0,0,40,0,367,1378
VITERBO,Lazio,282,0,0,0,0,0,0,0,5,24,55,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,76
RIETI,Lazio,140,0,0,0,0,0,0,0,3,15,29,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,6,0,2,54
LATINA,Lazio,502,0,0,0,0,0,0,0,38,39,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,8,0,10,132
FROSINONE,Lazio,433,0,0,0,0,0,0,0,11,37,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,7,0,4,96
L'AQUILA,Abruzzo,267,0,0,0,0,74,0,0,0,20,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
TERAMO,Abruzzo,272,0,0,0,0,72,0,0,0,14,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
PESCARA,Abruzzo,280,0,0,0,0,52,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
CHIETI,Abruzzo,343,0,0,0,0,42,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
CAMPOBASSO,Molise,199,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
ISERNIA,Molise,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
NAPOLI,Campania,2656,0,0,0,0,0,0,0,107,130,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,19,0,0,538
CASERTA,Campania,793,0,0,0,0,0,0,0,19,56,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,156
BENEVENTO,Campania,247,0,0,0,0,0,0,0,8,29,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,62
AVELLINO,Campania,373,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,97
SALERNO,Campania,964,0,0,0,0,0,0,0,12,37,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,21,0,0,193
BARI,Puglia,1102,0,0,0,0,0,0,0,26,20,0,0,0,0,130,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,0,0,16,0,0,222
