prov	reg	POPOLAZIONE	L'ADIGE	ALTO ADIGE/TRENTINO	L'ARENA	AVVENIRE	IL CENTRO	CORRIERE ADRIATICO	CORRIERE DELLA SERA	CORRIERE DELLO SPORT - STADIO	CORRIERE DELL'UMBRIA VT RI SI AR	L'ECO DI BERGAMO	IL FATTO QUOTIDIANO	GAZZETTA DI MANTOVA	LA GAZZETTA DEL MEZZOGIORNO	GAZZETTA DI PARMA	GAZZETTA DI REGGIO	LA GAZZETTA DELLO SPORT	GAZZETTA DEL SUD	IL GAZZETTINO	IL GIORNALE	GIORNALE DI BRESCIA	GIORNALE DI SICILIA	IL GIORNALE DI VICENZA	LIBERTA'	IL MATTINO	IL MATTINO DI PADOVA	IL MESSAGGERO	MESSAGGERO VENETO	LA NUOVA FERRARA	NUOVA GAZZETTA DI MODENA/CARPI	LA NUOVA SARDEGNA	LA NUOVA DI VENEZIA E MESTRE	NUOVO QUOTIDIANO DI PUGLIA	IL PICCOLO	LA PROVINCIA PAVESE	QN IL GIORNO	QN LA NAZIONE	QN IL RESTO DEL CARLINO	LA REPUBBLICA	IL SECOLO XIX	LA SICILIA	IL SOLE 24 ORE	LA STAMPA	IL TIRRENO	LA TRIBUNA DI TREVISO	TUTTOSPORT	L'UNIONE SARDA	QUOTIDIANI AUDIPRESS
CREMONA	Lombardia	316	0	0	0	2	0	0	23	0	0	0	0	4	0	0	0	31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	8	0	0	0	1	0	70
MANTOVA	Lombardia	361	0	0	0	2	0	0	15	0	0	0	3	145	0	0	0	39	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	7	2	0	0	0	0	172
LECCO	Lombardia	295	0	0	0	2	0	0	27	0	0	1	1	0	0	0	0	15	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	2	0	0	2	1	0	0	3	0	59
LODI	Lombardia	200	0	0	0	3	0	0	16	0	0	0	1	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	1	1	0	0	1	0	46
MONZA E DELLA BRIANZA	Lombardia	761	0	0	0	5	0	0	89	0	0	0	3	0	0	0	0	52	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	19	0	0	7	1	0	0	4	0	184
TRENTO	Trentino	469	146	87	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201
BOLZANO	Trentino	453	2	95	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
VENEZIA	Veneto	756	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	37	0	117	0	0	0	0	0	0	3	0	0	0	0	0	94	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	215
VERONA	Veneto	806	0	0	193	0	0	0	16	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	226
VICENZA	Veneto	752	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	38	0	6	0	0	0	195	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	234
BELLUNO	Veneto	181	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	14	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	66
ROVIGO	Veneto	211	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	51
TREVISO	Veneto	773	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	21	0	109	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	22	0	0	0	0	0	128	0	0	235
PADOVA	Veneto	823	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	51	0	90	0	0	0	2	0	0	181	0	0	0	0	0	5	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	283
TRIESTE	Friuli	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	82
GORIZIA	Friuli	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	44
PORDENONE	Friuli	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	47	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
UDINE	Friuli	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	14	0	0	0	0	0	0	0	0	164	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	189
BOLOGNA	Emilia-Romagna	893	0	0	0	0	0	0	30	30	0	0	11	0	0	2	0	50	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	194	73	0	0	14	7	0	0	11	0	318
PIACENZA	Emilia-Romagna	253	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	118
REGGIO EMILIA	Emilia-Romagna	461	0	0	0	0	0	0	17	3	0	0	5	0	0	2	110	36	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	55	25	0	0	3	4	0	0	5	0	204
MODENA	Emilia-Romagna	614	0	0	0	0	0	0	21	7	0	0	2	0	0	0	7	34	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	90	22	0	0	6	1	0	0	5	0	216
PARMA	Emilia-Romagna	396	0	0	0	0	0	0	34	2	0	0	8	0	0	143	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	8	2	0	0	2	0	196
FERRARA	Emilia-Romagna	311	0	0	0	0	0	0	7	4	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	83	8	0	0	2	2	0	0	2	0	122
RAVENNA	Emilia-Romagna	344	0	0	0	0	0	0	26	11	0	0	12	0	0	0	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	23	0	0	13	19	0	0	10	0	166
FORLI'	Emilia-Romagna	346	0	0	0	0	0	0	20	6	0	0	6	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	19	0	0	10	23	0	0	4	0	129
RIMINI	Emilia-Romagna	297	0	0	0	0	0	0	15	37	0	0	10	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	23	0	0	8	22	0	0	17	0	143
FIRENZE	Toscana	893	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	56	0	0	0	0	11	0	0	0	240
MASSA CARRARA	Toscana	175	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2	0	0	0	0	29	0	0	0	66
LUCCA	Toscana	345	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	0	0	0	0	42	0	0	0	81
LIVORNO	Toscana	298	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	85	0	0	0	106
PISA	Toscana	369	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0	35	0	0	0	70
GROSSETO	Toscana	199	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	25	0	0	0	53
PISTOIA	Toscana	258	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	23	0	0	0	0	42	0	0	0	101
AREZZO	Toscana	304	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	19	0	0	0	0	0	0	0	0	89
SIENA	Toscana	236	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	8	0	0	0	0	0	0	0	0	60
PRATO	Toscana	224	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	11	0	0	0	0	20	0	0	0	66
ANCONA	Marche	415	0	0	0	0	0	77	10	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	42	16	0	0	0	0	0	0	0	0	123
PESARO URBINO	Marche	316	0	0	0	0	0	69	32	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	127	24	0	0	0	0	0	0	0	0	152
MACERATA	Marche	277	0	0	0	0	0	30	9	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	41	7	0	0	0	0	0	0	0	0	96
ASCOLI PICENO	Marche	184	0	0	0	0	0	38	10	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	26	9	0	0	0	0	0	0	0	0	66
FERMO	Marche	154	0	0	0	0	0	41	6	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	38	3	0	0	0	0	0	0	0	0	69
PERUGIA	Umbria	578	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	195
TERNI	Umbria	202	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	55
ROMA	Lazio	3794	0	0	0	0	0	0	176	284	24	0	53	0	0	0	0	87	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	279	0	0	83	0	0	0	33	0	1018
VITERBO	Lazio	281	0	0	0	0	0	0	4	40	85	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	4	0	116
RIETI	Lazio	139	0	0	0	0	0	0	2	9	21	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	2	0	36
LATINA	Lazio	502	0	0	0	0	0	0	18	49	0	0	7	0	0	0	0	24	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	12	0	120
FROSINONE	Lazio	432	0	0	0	0	0	0	10	21	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	11	0	89
L'AQUILA	Abruzzo	266	0	0	0	0	56	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
TERAMO	Abruzzo	272	0	0	0	0	62	0	0	8	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
PESCARA	Abruzzo	281	0	0	0	0	57	0	0	10	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
CHIETI	Abruzzo	342	0	0	0	0	69	0	0	13	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
CAMPOBASSO	Molise	198	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
ISERNIA	Molise	76	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
NAPOLI	Campania	2650	0	0	0	0	0	0	115	156	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	563
CASERTA	Campania	795	0	0	0	0	0	0	27	29	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	131
BENEVENTO	Campania	246	0	0	0	0	0	0	4	17	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	59
AVELLINO	Campania	371	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	94
SALERNO	Campania	963	0	0	0	0	0	0	26	32	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	176
BARI	Puglia	1099	0	0	0	0	0	0	26	31	0	0	0	0	136	0	0	76	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	41	0	0	25	0	0	0	11	0	236
FOGGIA	Puglia	543	0	0	0	0	0	0	18	21	0	0	0	0	62	0	0	40	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	15	0	0	11	0	0	0	18	0	117
TARANTO	Puglia	507	0	0	0	0	0	0	17	26	0	0	0	0	47	0	0	41	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	72	0	0	0	0	0	28	0	0	17	0	0	0	8	0	151
BRINDISI	Puglia	348	0	0	0	0	0	0	6	7	0	0	0	0	36	0	0	38	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	52	0	0	0	0	0	10	0	0	2	0	0	0	5	0	101
LECCE	Puglia	705	0	0	0	0	0	0	6	9	0	0	0	0	27	0	0	38	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	127	0	0	0	0	0	8	0	0	8	0	0	0	6	0	175
BARLETTA-ANDRIA-TRANI	Puglia	340	0	0	0	0	0	0	8	11	0	0	0	0	54	0	0	28	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	6	0	80
POTENZA	Basilicata	326	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
MATERA	Basilicata	175	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
REGGIO CALABRIA	Sicilia	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
COSENZA	Sicilia	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
CATANZARO	Sicilia	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
CROTONE	Sicilia	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
VIBO VALENTIA	Sicilia	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
PALERMO	Sicilia	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	4	0	0	0	0	0	0	159
TRAPANI	Sicilia	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	33
AGRIGENTO	Sicilia	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	61
CALTANISSETTA	Sicilia	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	49
ENNA	Sicilia	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	0	0	0	36
RAGUSA	Sicilia	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	30	0	0	0	0	0	0	53
SIRACUSA	Sicilia	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	0	0	0	0	49
MESSINA	Sicilia	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	76	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	100
CATANIA	Sicilia	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	127	0	0	0	0	0	0	166
CAGLIARI	Sardegna	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	115
SASSARI	Sardegna	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	156
NUORO	Sardegna	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	78
ORISTANO	Sardegna	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	42
OLBIA-TEMPIO	Sardegna	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	83
OGLIASTRA	Sardegna																																																
MEDIO CAMPIDANO	Sardegna																																																
CARBONIA-IGLESIAS	Sardegna																																																
