prov	reg	POPOLAZIONE	L'ADIGE	ALTO ADIGE/TRENTINO	L'ARENA	AVVENIRE	IL CENTRO	CORRIERE ADRIATICO	CORRIERE DELLA SERA	CORRIERE DELLO SPORT - STADIO	CORRIERE DELL'UMBRIA VT RI SI AR	L'ECO DI BERGAMO	IL FATTO QUOTIDIANO	GAZZETTA DI MANTOVA	LA GAZZETTA DEL MEZZOGIORNO	GAZZETTA DI PARMA	GAZZETTA DI REGGIO	LA GAZZETTA DELLO SPORT	GAZZETTA DEL SUD	IL GAZZETTINO	IL GIORNALE	GIORNALE DI BRESCIA	GIORNALE DI SICILIA	IL GIORNALE DI VICENZA	LIBERTA'	IL MATTINO	IL MATTINO DI PADOVA	IL MESSAGGERO	MESSAGGERO VENETO	LA NUOVA FERRARA	NUOVA GAZZETTA DI MODENA/CARPI	LA NUOVA SARDEGNA	LA NUOVA DI VENEZIA E MESTRE	NUOVO QUOTIDIANO DI PUGLIA	IL PICCOLO	LA PROVINCIA (CO/LC/SO)	LA PROVINCIA PAVESE	QN IL GIORNO	QN LA NAZIONE	QN IL RESTO DEL CARLINO	LA REPUBBLICA	IL SECOLO XIX	LA SICILIA	IL SOLE 24 ORE	LA STAMPA	IL TIRRENO	LA TRIBUNA DI TREVISO	TUTTOSPORT	L'UNIONE SARDA	LEGGO	QUOTIDIANI AUDIPRESS
TORINO	Piemonte	2004	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	31	391	0	0	83	0	0	541
AOSTA	Aosta	111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	19
VERCELLI	Piemonte	155	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	23	0	0	3	0	0	32
NOVARA	Piemonte	324	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	51	0	0	3	0	0	68
CUNEO	Piemonte	515	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	102	0	0	18	0	0	132
ASTI	Piemonte	191	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	38	0	0	4	0	0	48
ALESSANDRIA	Piemonte	381	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	3	58	0	0	7	0	0	92
BIELLA	Piemonte	160	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	21	0	0	3	0	0	34
VERBANIA	Piemonte	142	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	31	0	0	3	0	0	42
GENOVA	Liguria	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	186	0	0	17	0	0	0	0	0	243
LA SPEZIA	Liguria	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	9	40	0	0	1	0	0	0	0	0	82
IMPERIA	Liguria	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	39	0	0	37	0	0	0	0	0	72
SAVONA	Liguria	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	55	0	0	52	0	0	0	0	0	96
MILANO	Lombardia	2804	0	0	0	12	0	0	369	0	0	4	0	0	0	0	0	193	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	85	0	0	105	0	0	54	0	0	0	28	0	102	761
VARESE	Lombardia	776	0	0	0	2	0	0	47	0	0	0	0	0	0	0	0	37	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	10	0	0	8	0	0	0	5	0	0	117
COMO	Lombardia	523	0	0	0	4	0	0	34	0	0	0	0	0	0	0	0	46	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	5	0	0	9	0	0	7	0	0	0	10	0	6	188
SONDRIO	Lombardia	159	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	20	0	0	3	0	0	1	0	0	0	1	0	0	73
BERGAMO	Lombardia	956	0	0	0	5	0	0	86	0	0	362	0	0	0	0	0	132	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	35	0	0	27	0	0	0	10	0	4	481
BRESCIA	Lombardia	1090	0	0	0	20	0	0	94	0	0	3	0	4	0	0	0	184	0	0	17	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	41	0	0	42	0	0	0	18	0	1	591
PAVIA	Lombardia	484	0	0	0	1	0	0	22	0	0	1	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1	0	0	10	0	0	3	0	0	0	4	0	0	144
CREMONA	Lombardia	316	0	0	0	4	0	0	28	0	0	0	0	0	0	0	0	52	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	13	0	0	8	0	0	0	3	0	1	99
MANTOVA	Lombardia	361	0	0	0	1	0	0	21	0	0	0	0	168	0	0	0	37	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	8	0	0	0	2	0	0	192
LECCO	Lombardia	296	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	23	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	5	0	0	7	0	0	5	0	0	0	0	0	2	76
LODI	Lombardia	199	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	0	39
MONZA E DELLA BRIANZA	Lombardia	754	0	0	0	11	0	0	78	0	0	0	0	0	0	0	0	87	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	62	0	0	12	0	0	24	0	0	0	17	0	14	240
TRENTO	Trentino	465	194	96	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242
BOLZANO	Trentino	447	3	104	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
VENEZIA	Veneto	753	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	39	0	144	0	0	0	0	0	0	8	0	0	0	0	0	118	0	0	0	0	0	0	0	25	0	0	12	0	0	1	0	0	0	262
VERONA	Veneto	799	0	0	191	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	0	0	0	0	0	0	250
VICENZA	Veneto	750	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	47	0	5	0	0	0	201	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	1	0	0	0	247
BELLUNO	Veneto	183	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	75
ROVIGO	Veneto	214	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	59
TREVISO	Veneto	767	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	34	0	113	0	0	0	5	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	20	0	0	9	0	0	116	0	0	0	245
PADOVA	Veneto	817	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	46	0	102	0	0	0	4	0	0	186	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	16	0	0	0	0	0	0	296
TRIESTE	Friuli	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
GORIZIA	Friuli	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
PORDENONE	Friuli	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	75	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
UDINE	Friuli	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	9	0	0	0	0	0	0	0	0	177	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205
BOLOGNA	Emilia-Romagna	886	0	0	0	0	0	0	18	33	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	195	81	0	0	0	2	0	0	0	0	0	296
